"ID","Meal.Plan.Description","Term.Session.Description","Entry.Status.Description","Room.Location.Description"
851315431,"Cardinal","Spring 2025","In Room","Eaton Hall"
881485572,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
821495627,"100 Meal Blocks","Spring 2025","History","Off Campus"
871645717,"Cardinal","Spring 2025","In Room","Buchanan Hall"
831745803,"Cardinal","Spring 2025","In Room","Maple Hall"
881745858,"Campanile","Spring 2025","In Room","Frederiksen Court"
921125202,"50 Meal Blocks","Spring 2025","History","Off Campus"
941075209,"Cardinal","Spring 2025","In Room","Wilson Hall"
951595254,"Cardinal","Spring 2025","In Room","Oak Hall"
911235362,"Gold","Spring 2025","History","Off Campus"
931275343,"RA Plan","Spring 2025","In Room","Birch Hall"
971285306,"Cardinal","Spring Only 2025","Reserved","Helser Hall"
991815367,"Cardinal","Spring 2025","In Room","Helser Hall"
901625558,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
931645763,"Cardinal","Spring 2025","In Room","Martin Hall"
941565784,"Cardinal","Spring 2025","In Room","Helser Hall"
971815998,"RA Plan","Spring 2025","In Room","Wallace Hall"
81746232,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
11286310,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
11316401,"Gold","Spring 2025","In Room","University Village"
91356495,"Campanile","Spring 2025","History","Off Campus"
31186577,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
51986511,"Cardinal","Spring 2025","In Room","Linden Hall"
91446524,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
61686705,"Gold","Spring 2025","In Room","Buchanan Hall"
71746867,"Gold","Spring 2025","In Room","Martin Hall"
111936091,"Cardinal","Spring 2025","In Room","Friley Hall"
121046227,"Gold","Spring 2025","In Room","Willow Hall"
111366452,"Gold","Spring 2025","In Room","Friley Hall"
121566651,"Gold","Spring 2025","In Room","Larch Hall"
131816626,"Cardinal","Spring 2025","In Room","Welch Hall"
161546676,"Gold","Spring 2025","In Room","Eaton Hall"
111306778,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
121306809,"Cardinal","Spring 2025","In Room","Helser Hall"
151796834,"Campanile","Spring 2025","In Room","Frederiksen Court"
151826997,"Cardinal","Spring 2025","In Room","Helser Hall"
211716048,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
241176223,"Cardinal","Spring 2025","In Room","Helser Hall"
271216327,"Cardinal","Spring 2025","In Room","Barton Hall"
251206548,"Campanile","Spring 2025","In Room","Wilson Hall"
271406536,"Cardinal","Spring 2025","In Room","Welch Hall"
291616519,"50 Meal Blocks","Spring 2025","In Room","Frederiksen Court"
211086656,"Gold","Spring 2025","In Room","Oak Hall"
271006666,"Cardinal","Spring 2025","In Room","Friley Hall"
271716712,"Cardinal","Spring 2025","In Room","Helser Hall"
261626891,"Gold","Spring 2025","History","Off Campus"
271006869,"Gold","Spring 2025","In Room","Barton Hall"
221806992,"Cardinal","Spring 2025","In Room","Linden Hall"
301996149,"Campanile","Spring 2025","History","Off Campus"
351096144,"Cardinal","Spring 2025","In Room","Friley Hall"
391176297,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
301506339,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
341476357,"Cardinal","Spring 2025","In Room","Buchanan Hall"
381066519,"Gold","Spring 2025","In Room","Friley Hall"
361676735,"Campanile","Spring 2025","In Room","Martin Hall"
321666857,"RA Plan","Spring 2025","In Room","Friley Hall"
311806921,"Campanile","Spring 2025","Application","Off Campus"
361786950,"Cardinal","Spring 2025","In Room","Maple Hall"
411936020,"Campanile","Spring 2025","Application","Off Campus"
421576071,"Gold","Spring 2025","In Room","Maple Hall"
471996077,"Campanile","Spring 2025","In Room","Wallace Hall"
491036114,"Cardinal","Spring 2025","In Room","Elm Hall"
491276348,"Cardinal","Spring 2025","In Room","Helser Hall"
421336441,"Campanile","Spring 2025","History","Off Campus"
491336499,"Campanile","Spring 2025","History","Off Campus"
431676774,"Cardinal","Spring 2025","In Room","Elm Hall"
481666955,"Cardinal","Spring 2025","In Room","Wilson Hall"
541106037,"Cardinal","Spring 2025","In Room","Linden Hall"
541556625,"Cardinal","Spring 2025","In Room","Larch Hall"
581656634,"Campanile","Spring 2025","History","Off Campus"
581616733,"Campanile","Spring 2025","In Room","Frederiksen Court"
591356981,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
601956090,"Campanile","Spring 2025","History","Off Campus"
611136210,"Cardinal","Spring 2025","In Room","Linden Hall"
621186276,"Cardinal","Spring 2025","In Room","Elm Hall"
631386401,"Campanile","Spring 2025","In Room","University Village"
641526653,"Cardinal","Spring 2025","In Room","Wallace Hall"
601006735,"Cardinal","Spring 2025","In Room","Helser Hall"
741676024,"Cardinal","Spring 2025","In Room","Buchanan Hall"
751986028,"Campanile","Spring 2025","Reserved","Off Campus"
761236111,"Cardinal","Spring 2025","In Room","Wilson Hall"
711196311,"Cardinal","Spring 2025","In Room","Helser Hall"
731276362,"Cardinal","Spring 2025","In Room","Eaton Hall"
731266582,"Cardinal","Spring 2025","In Room","Willow Hall"
721506620,"Cardinal","Spring 2025","In Room","Linden Hall"
731216651,"Cardinal","Spring 2025","In Room","Willow Hall"
791576678,"Campanile","Spring 2025","History","Off Campus"
741036836,"Cardinal","Spring 2025","In Room","Helser Hall"
701746949,"Cardinal","Spring 2025","In Room","Linden Hall"
821096287,"Cardinal","Spring 2025","In Room","Martin Hall"
841276346,"Cardinal","Spring 2025","In Room","Willow Hall"
801356569,"Cardinal","Spring 2025","In Room","Friley Hall"
831786810,"100 Meal Blocks","Spring 2025","History","Off Campus"
941926001,"Cardinal","Spring 2025","In Room","Frederiksen Court"
961456057,"Gold","Spring 2025","In Room","Geoffroy Hall"
981906066,"Cardinal","Spring 2025","In Room","Frederiksen Court"
911086190,"Cardinal","Spring 2025","History","Off Campus"
971706194,"Campanile","Spring 2025","In Room","Wilson Hall"
951566232,"Cardinal","Spring 2025","In Room","Eaton Hall"
931696343,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
971876483,"Campanile","Spring 2025","History","Off Campus"
911126561,"Cardinal","Spring 2025","In Room","Helser Hall"
951236507,"Cardinal","Spring 2025","In Room","Linden Hall"
931806701,"Cardinal","Spring 2025","In Room","Martin Hall"
911606876,"Cardinal","Spring 2025","In Room","Lyon Hall"
921796800,"Gold","Spring 2025","In Room","Willow Hall"
991876933,"Cardinal","Spring 2025","In Room","Birch Hall"
81197226,"Cardinal","Spring 2025","In Room","Larch Hall"
81147237,"Campanile","Spring 2025","History","Off Campus"
31137368,"Cardinal","Spring 2025","In Room","Helser Hall"
51237333,"RA Plan","Spring 2025","In Room","Birch Hall"
1217455,"RA Plan","Spring 2025","In Room","Linden Hall"
41827457,"Gold","Spring 2025","In Room","Geoffroy Hall"
61317496,"Cardinal","Spring 2025","In Room","Martin Hall"
61497524,"Cardinal","Spring 2025","In Room","Maple Hall"
61407753,"Cardinal","Spring 2025","In Room","Willow Hall"
61747814,"Cardinal","Spring 2025","In Room","Frederiksen Court"
111897029,"Campanile","Spring 2025","History","Off Campus"
141027163,"Gold","Spring 2025","In Room","Buchanan Hall"
131297321,"Cardinal","Spring 2025","In Room","Wilson Hall"
131317558,"Cardinal","Spring 2025","In Room","Eaton Hall"
131457581,"Cardinal","Spring 2025","In Room","Friley Hall"
131537634,"Campanile","Spring 2025","History","Off Campus"
171157703,"Cardinal","Spring 2025","In Room","Martin Hall"
171157737,"Cardinal","Spring 2025","In Room","Wilson Hall"
121727840,"Cardinal","Spring 2025","In Room","Buchanan Hall"
121807931,"Cardinal","Spring 2025","In Room","Wilson Hall"
131767928,"Cardinal","Spring 2025","In Room","Willow Hall"
151977967,"Cardinal","Spring 2025","In Room","Willow Hall"
181837937,"RA Plan","Spring 2025","In Room","Friley Hall"
251287038,"Gold","Spring 2025","In Room","Wilson Hall"
251427142,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
261147142,"Cardinal","Spring 2025","In Room","Friley Hall"
261627141,"Gold","Spring 2025","In Room","Frederiksen Court"
221677510,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
251147820,"Cardinal","Spring 2025","In Room","Willow Hall"
261557822,"Cardinal","Spring 2025","In Room","Barton Hall"
231867911,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
271867905,"50 Meal Blocks","Spring 2025","History","Off Campus"
361917091,"Campanile","Spring 2025","In Room","Frederiksen Court"
381907036,"Cardinal","Spring 2025","In Room","Buchanan Hall"
311917139,"Gold","Spring 2025","In Room","Willow Hall"
331057170,"Cardinal","Spring 2025","In Room","Wilson Hall"
371077196,"Cardinal","Spring 2025","In Room","Larch Hall"
381437133,"Cardinal","Spring 2025","In Room","Elm Hall"
361197294,"Campanile","Spring 2025","History","Off Campus"
301117339,"Cardinal","Spring 2025","In Room","University Village"
341287310,"25 Meal Blocks","Spring 2025","History","Off Campus"
381377605,"Gold","Spring 2025","In Room","Geoffroy Hall"
331797790,"Gold","Spring 2025","In Room","Geoffroy Hall"
371877738,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
371927840,"25 Meal Blocks","Spring 2025","In Room","Frederiksen Court"
381947930,"Cardinal","Spring 2025","In Room","Roberts Hall"
391277908,"Cardinal","Spring 2025","In Room","Friley Hall"
471997061,"Gold","Spring 2025","In Room","Friley Hall"
471177203,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
411567600,"Gold","Spring Only 2025","In Room","Frederiksen Court"
421567620,"Cardinal","Spring 2025","In Room","Willow Hall"
421767639,"Cardinal","Spring 2025","In Room","Helser Hall"
441567693,"Gold","Spring 2025","In Room","Larch Hall"
491507686,"Campanile","Spring 2025","In Room","Frederiksen Court"
401617763,"Cardinal","Spring 2025","In Room","Willow Hall"
441667732,"Cardinal","Spring 2025","Application","Off Campus"
471257793,"Cardinal","Spring 2025","In Room","Elm Hall"
481687786,"Cardinal","Spring 2025","In Room","Friley Hall"
461877944,"Gold","Spring 2025","In Room","Willow Hall"
461297987,"Cardinal","Spring 2025","In Room","Wallace Hall"
541957284,"Gold","Spring 2025","In Room","Geoffroy Hall"
541397472,"Cardinal","Spring 2025","In Room","Frederiksen Court"
511357515,"Cardinal","Spring 2025","In Room","Larch Hall"
541407533,"Cardinal","Spring 2025","In Room","Oak Hall"
511587769,"Cardinal","Spring 2025","In Room","Helser Hall"
561047773,"Cardinal","Spring 2025","In Room","Larch Hall"
551787863,"Gold","Spring 2025","In Room","Maple Hall"
551867942,"100 Meal Blocks","Spring 2025","History","Off Campus"
581887905,"Gold","Spring 2025","In Room","Geoffroy Hall"
601897136,"Cardinal","Spring 2025","In Room","Eaton Hall"
651477246,"Cardinal","Spring 2025","In Room","Eaton Hall"
671547235,"Cardinal","Spring 2025","In Room","Eaton Hall"
681177296,"Cardinal","Spring 2025","In Room","Larch Hall"
631117395,"Cardinal","Spring 2025","In Room","Freeman Hall"
661847314,"Cardinal","Spring Only 2025","In Room","Friley Hall"
641027592,"Cardinal","Spring 2025","In Room","Helser Hall"
631577620,"50 Meal Blocks","Spring 2025","History","Off Campus"
621807970,"Gold","Spring 2025","In Room","Friley Hall"
671897900,"Cardinal","Spring 2025","In Room","Friley Hall"
791947088,"Gold","Spring 2025","In Room","Oak Hall"
721677421,"Gold","Spring 2025","In Room","Linden Hall"
741267459,"Cardinal","Spring 2025","In Room","Lyon Hall"
751207419,"Campanile","Spring 2025","In Room","Wilson Hall"
711357548,"100 Meal Blocks","Spring 2025","In Room","Frederiksen Court"
731427542,"Campanile","Spring 2025","In Room","Frederiksen Court"
701537734,"Cardinal","Spring 2025","In Room","Helser Hall"
731677731,"Cardinal","Spring 2025","In Room","Wallace Hall"
771267702,"Gold","Spring 2025","In Room","Oak Hall"
741827883,"Cardinal","Spring Only 2025","In Room","Geoffroy Hall"
831057090,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
841847058,"Cardinal","Spring 2025","In Room","Friley Hall"
871957015,"Cardinal","Spring 2025","In Room","Friley Hall"
871047145,"Campanile","Spring 2025","History","Off Campus"
871047184,"Campanile","Spring 2025","History","Off Campus"
801557246,"Cardinal","Spring 2025","In Room","Maple Hall"
801947295,"Cardinal","Spring 2025","History","Off Campus"
871387290,"Cardinal","Spring 2025","In Room","Wilson Hall"
801427415,"Gold","Spring 2025","In Room","Helser Hall"
801287437,"Cardinal","Spring 2025","In Room","Maple Hall"
891017436,"Gold","Spring 2025","In Room","Wallace Hall"
821427530,"Cardinal","Spring 2025","In Room","Friley Hall"
951577068,"Cardinal","Spring 2025","In Room","Welch Hall"
961927074,"Cardinal","Spring 2025","In Room","Martin Hall"
901057205,"Cardinal","Spring 2025","In Room","Elm Hall"
901957252,"Cardinal","Spring 2025","In Room","Linden Hall"
931877209,"Cardinal","Spring 2025","In Room","Roberts Hall"
931517518,"Cardinal","Spring 2025","In Room","Friley Hall"
961427523,"Cardinal","Spring 2025","History","Off Campus"
991457512,"Gold","Spring 2025","In Room","Geoffroy Hall"
951687736,"Cardinal","Spring 2025","In Room","Eaton Hall"
961567836,"Campanile","Spring 2025","Application","Off Campus"
1138398,"Campanile","Spring 2025","In Room","University Village"
31728348,"Cardinal","Spring 2025","In Room","Larch Hall"
71268395,"Gold","Spring 2025","In Room","Geoffroy Hall"
1298478,"Cardinal","Spring 2025","In Room","Buchanan Hall"
41578692,"Gold","Spring 2025","In Room","Geoffroy Hall"
51598652,"Cardinal","Spring 2025","In Room","Friley Hall"
71568605,"Gold","Spring 2025","In Room","Geoffroy Hall"
81738826,"Gold","Spring 2025","In Room","Oak Hall"
151878028,"Gold","Spring 2025","In Room","Frederiksen Court"
171928025,"Cardinal","Spring 2025","In Room","Friley Hall"
161998181,"Cardinal","Spring 2025","In Room","Linden Hall"
131048297,"Cardinal","Spring 2025","In Room","Helser Hall"
121178309,"Cardinal","Spring 2025","In Room","Freeman Hall"
191408597,"Cardinal","Spring 2025","In Room","Friley Hall"
131928709,"Cardinal","Spring 2025","In Room","Willow Hall"
141568747,"Cardinal","Spring 2025","In Room","Oak Hall"
231138231,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
231788316,"Gold","Spring 2025","In Room","Geoffroy Hall"
241488561,"Cardinal","Spring 2025","In Room","Frederiksen Court"
291498592,"Gold","Spring 2025","In Room","Geoffroy Hall"
231568671,"Gold","Spring 2025","In Room","Friley Hall"
241578682,"Cardinal","Spring 2025","In Room","Buchanan Hall"
211348947,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
391918067,"RA Plan","Spring 2025","Reserved","Wilson Hall"
321958169,"Gold","Spring Only 2025","Reserved","Wallace Hall"
381328250,"Cardinal","Spring 2025","In Room","Elm Hall"
371258375,"Gold","Spring 2025","In Room","Welch Hall"
391358477,"Cardinal","Spring 2025","In Room","Willow Hall"
391568471,"Gold","Spring 2025","In Room","Helser Hall"
391408597,"Cardinal","Spring 2025","In Room","Barton Hall"
311448635,"Cardinal","Spring 2025","History","Off Campus"
301568778,"Cardinal","Spring 2025","In Room","Frederiksen Court"
331668710,"Cardinal","Spring 2025","In Room","Friley Hall"
441188272,"Campanile","Spring 2025","In Room","Frederiksen Court"
451178232,"Cardinal","Spring 2025","In Room","Maple Hall"
471508291,"Cardinal","Spring 2025","In Room","Oak Hall"
441288311,"Cardinal","Spring 2025","In Room","Helser Hall"
491038349,"Cardinal","Spring 2025","In Room","Friley Hall"
431308538,"Cardinal","Spring 2025","In Room","Larch Hall"
491318523,"Cardinal","Spring 2025","In Room","Maple Hall"
411468638,"Gold","Spring 2025","In Room","Willow Hall"
441758682,"Gold","Spring 2025","In Room","Geoffroy Hall"
461388684,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
501968116,"Cardinal","Spring 2025","In Room","Welch Hall"
581108236,"Campanile","Spring 2025","History","Off Campus"
561228362,"RA Plan","Spring 2025","In Room","Wallace Hall"
581638776,"50 Meal Blocks","Spring 2025","In Room","Frederiksen Court"
591778816,"Campanile","Spring 2025","In Room","Frederiksen Court"
501728987,"Cardinal","Spring 2025","In Room","Helser Hall"
621378019,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
661988063,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
691258306,"Campanile","Spring 2025","In Room","Martin Hall"
641398441,"Gold","Spring 2025","In Room","Buchanan Hall"
631598749,"Campanile","Spring 2025","In Room","Frederiksen Court"
651758709,"Cardinal","Spring 2025","In Room","Oak Hall"
661878942,"50 Meal Blocks","Spring 2025","History","Off Campus"
751018066,"Cardinal","Spring 2025","In Room","Maple Hall"
701518137,"Gold","Spring 2025","In Room","Buchanan Hall"
751928158,"Campanile","Spring 2025","In Room","Frederiksen Court"
791148228,"Cardinal","Spring 2025","In Room","Willow Hall"
711108308,"Cardinal","Spring 2025","In Room","Helser Hall"
751228362,"Cardinal","Spring 2025","In Room","Larch Hall"
701318553,"Cardinal","Spring 2025","In Room","Larch Hall"
701728927,"Cardinal","Spring 2025","In Room","Helser Hall"
861328159,"Gold","Spring 2025","In Room","Buchanan Hall"
871398442,"Cardinal","Spring 2025","In Room","Friley Hall"
871338444,"Cardinal","Spring 2025","In Room","Larch Hall"
821428540,"Gold","Spring 2025","In Room","Wallace Hall"
891478592,"Cardinal","Spring 2025","In Room","Helser Hall"
821558729,"Cardinal","Spring 2025","In Room","Maple Hall"
821508735,"Gold","Spring 2025","History","Off Campus"
981708029,"Gold","Spring 2025","In Room","Elm Hall"
991018136,"Gold","Spring 2025","In Room","Elm Hall"
961038272,"Cardinal","Spring 2025","In Room","Buchanan Hall"
931288415,"Cardinal","Spring 2025","In Room","Friley Hall"
901308503,"Campanile","Spring 2025","History","Off Campus"
901378597,"Cardinal","Spring 2025","In Room","Larch Hall"
961008565,"50 Meal Blocks","Spring 2025","In Room","Wallace Hall"
911018617,"Cardinal","Spring 2025","In Room","Oak Hall"
941688730,"Cardinal","Spring 2025","In Room","Eaton Hall"
911718944,"Campanile","Spring 2025","History","Off Campus"
41079191,"Gold","Spring 2025","History","Off Campus"
91019146,"Cardinal","Spring 2025","In Room","Friley Hall"
1229447,"Cardinal","Spring 2025","In Room","Eaton Hall"
31839521,"Cardinal","Spring 2025","In Room","Larch Hall"
41299583,"Cardinal","Spring 2025","In Room","Elm Hall"
31969686,"Cardinal","Spring 2025","In Room","Larch Hall"
71899652,"Cardinal","Spring 2025","In Room","Friley Hall"
61199821,"Cardinal","Spring 2025","In Room","Helser Hall"
51809922,"Campanile","Spring 2025","In Room","Frederiksen Court"
181039120,"RA Plan","Spring 2025","In Room","Geoffroy Hall"
191189204,"50 Meal Blocks","Spring 2025","In Room","Linden Hall"
181279314,"RA Plan","Spring 2025","In Room","Buchanan Hall"
181749377,"Campanile","Spring 2025","In Room","Buchanan Hall"
151369465,"Cardinal","Spring 2025","In Room","Martin Hall"
171379474,"Campanile","Spring 2025","In Room","Frederiksen Court"
181339516,"Gold","Spring 2025","In Room","Buchanan Hall"
121369722,"Campanile","Spring Only 2025","In Room","Frederiksen Court"
221939009,"Gold","Spring 2025","In Room","Linden Hall"
231239059,"Cardinal","Spring 2025","In Room","Willow Hall"
261109222,"Campanile","Spring 2025","In Room","Roberts Hall"
231129338,"Cardinal","Spring 2025","In Room","Oak Hall"
281059339,"Gold","Spring 2025","In Room","Martin Hall"
221269469,"50 Meal Blocks","Spring 2025","History","Off Campus"
271259449,"Cardinal","Spring 2025","In Room","Friley Hall"
221369598,"25 Meal Blocks","Spring 2025","History","Off Campus"
201419736,"Cardinal","Spring 2025","In Room","Buchanan Hall"
241629731,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
251529717,"Campanile","Spring 2025","History","Off Campus"
271799701,"Cardinal","Spring 2025","In Room","Oak Hall"
251859962,"Cardinal","Spring 2025","In Room","Martin Hall"
291829978,"Cardinal","Spring 2025","In Room","Wilson Hall"
321789007,"Cardinal","Spring 2025","In Room","Willow Hall"
331419291,"Cardinal","Spring 2025","In Room","Buchanan Hall"
331249449,"Cardinal","Spring 2025","History","Off Campus"
341479581,"Campanile","Spring 2025","History","Off Campus"
331439639,"Gold","Spring 2025","In Room","Willow Hall"
391299789,"Gold","Spring 2025","In Room","Helser Hall"
421809008,"Campanile","Spring 2025","History","Off Campus"
421879068,"Campanile","Spring 2025","In Room","Martin Hall"
461059122,"Campanile","Spring 2025","In Room","Frederiksen Court"
491269293,"Cardinal","Spring 2025","In Room","Wilson Hall"
461239343,"Cardinal","Spring 2025","In Room","Maple Hall"
461599471,"Gold","Spring 2025","In Room","Willow Hall"
491539611,"Campanile","Spring 2025","In Room","Frederiksen Court"
481819924,"Cardinal","Spring 2025","In Room","Larch Hall"
501839027,"Cardinal","Spring 2025","In Room","Eaton Hall"
541289303,"Gold","Spring 2025","In Room","Willow Hall"
561929437,"Cardinal","Spring 2025","In Room","Eaton Hall"
501569757,"Cardinal","Spring 2025","In Room","Friley Hall"
501669867,"Cardinal","Spring 2025","In Room","Eaton Hall"
611879053,"Cardinal","Spring 2025","In Room","Maple Hall"
651009192,"Campanile","Spring 2025","In Room","Wallace Hall"
671359166,"Gold","Spring 2025","In Room","Elm Hall"
601179305,"Campanile","Spring 2025","In Room","Frederiksen Court"
641379460,"Campanile","Spring 2025","In Room","Frederiksen Court"
671349492,"50 Meal Blocks","Spring 2025","In Room","Frederiksen Court"
661939554,"Cardinal","Spring 2025","In Room","Willow Hall"
661429592,"Gold","Spring 2025","In Room","Eaton Hall"
671339556,"Cardinal","Spring 2025","In Room","Buchanan Hall"
681899766,"Cardinal","Spring 2025","In Room","Friley Hall"
661839983,"Cardinal","Spring 2025","In Room","Barton Hall"
771929040,"Cardinal","Spring 2025","In Room","Willow Hall"
711989177,"Campanile","Spring 2025","In Room","University Village"
701059296,"Cardinal","Spring 2025","In Room","Friley Hall"
751279371,"Campanile","Spring 2025","In Room","Frederiksen Court"
751319411,"Cardinal","Spring 2025","In Room","Friley Hall"
771389483,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
741439530,"Cardinal","Spring 2025","In Room","Oak Hall"
711469688,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
821959198,"Campanile","Spring 2025","In Room","Frederiksen Court"
841039100,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
891319147,"Cardinal","Spring 2025","In Room","Wilson Hall"
821059258,"Gold","Spring 2025","In Room","Helser Hall"
831159369,"Cardinal","Spring 2025","In Room","Martin Hall"
871619325,"Gold","Spring 2025","In Room","Willow Hall"
881259303,"Campanile","Spring 2025","In Room","University Village"
861269478,"Campanile","Spring 2025","In Room","Frederiksen Court"
891179486,"Cardinal","Spring 2025","In Room","Helser Hall"
841419510,"Cardinal","Spring 2025","In Room","Frederiksen Court"
841479591,"Cardinal","Spring 2025","In Room","Friley Hall"
871499563,"Cardinal","Spring 2025","In Room","Willow Hall"
881589643,"Campanile","Spring 2025","In Room","Wallace Hall"
831569724,"Cardinal","Spring 2025","In Room","Eaton Hall"
881869964,"Cardinal","Spring 2025","In Room","Helser Hall"
991059175,"Campanile","Spring 2025","In Room","University Village"
921939248,"Gold","Spring 2025","In Room","Buchanan Hall"
991109235,"Gold","Spring 2025","In Room","Frederiksen Court"
911569777,"25 Meal Blocks","Spring 2025","In Room","University Village"
961639702,"Gold","Spring 2025","In Room","Friley Hall"
981649754,"Cardinal","Spring 2025","In Room","Eaton Hall"
2840076,"Cardinal","Spring 2025","In Room","Frederiksen Court"
2840087,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
82980043,"Campanile","Spring 2025","History","Off Campus"
12940173,"Cardinal","Spring 2025","In Room","Elm Hall"
62010102,"Cardinal","Spring 2025","In Room","Helser Hall"
12010253,"Cardinal","Spring 2025","In Room","Larch Hall"
52480571,"Cardinal","Spring 2025","In Room","Friley Hall"
22430668,"Gold","Spring 2025","In Room","Frederiksen Court"
52930904,"Gold","Spring 2025","In Room","Wilson Hall"
122000244,"Gold","Spring 2025","In Room","Maple Hall"
142080269,"Campanile","Spring 2025","In Room","Buchanan Hall"
122280303,"Campanile","Spring 2025","In Room","Wallace Hall"
132170457,"Gold","Spring Only 2025","In Room","Roberts Hall"
112740557,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
122370563,"Campanile","Spring 2025","In Room","Friley Hall"
122430644,"Gold","Spring 2025","In Room","Friley Hall"
142490675,"Cardinal","Spring 2025","In Room","Frederiksen Court"
112040740,"Cardinal","Spring 2025","In Room","Friley Hall"
252900041,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
242110131,"25 Meal Blocks","Spring 2025","History","Off Campus"
232710225,"Cardinal","Spring 2025","In Room","Larch Hall"
272190276,"Cardinal","Spring 2025","In Room","Friley Hall"
202640358,"Cardinal","Spring 2025","In Room","Helser Hall"
212220477,"Campanile","Spring 2025","History","Off Campus"
212610485,"Cardinal","Spring 2025","In Room","Friley Hall"
242460409,"Campanile","Spring 2025","In Room","Frederiksen Court"
252200419,"Cardinal","Spring 2025","In Room","Eaton Hall"
262370411,"50 Meal Blocks","Spring 2025","History","Off Campus"
252520644,"Cardinal","Spring 2025","In Room","Helser Hall"
222510703,"Cardinal","Spring 2025","History","Off Campus"
242230702,"Cardinal","Spring 2025","In Room","Friley Hall"
242560709,"Gold","Spring 2025","In Room","Larch Hall"
262980712,"Cardinal","Spring 2025","In Room","Roberts Hall"
272940700,"Cardinal","Spring 2025","In Room","Friley Hall"
252730868,"Cardinal","Spring 2025","In Room","Helser Hall"
372080288,"RA Plan","Spring 2025","In Room","Geoffroy Hall"
392350420,"Cardinal","Spring 2025","In Room","Maple Hall"
322680519,"Campanile","Spring 2025","In Room","Wilson Hall"
312730694,"Campanile","Spring 2025","In Room","Wilson Hall"
332470607,"Gold","Spring 2025","In Room","University Village"
302680879,"Cardinal","Spring 2025","In Room","Eaton Hall"
312630826,"Cardinal","Spring 2025","In Room","Freeman Hall"
342780890,"Campanile","Spring 2025","In Room","Wilson Hall"
412820007,"Campanile","Spring 2025","In Room","Frederiksen Court"
442920129,"Gold","Spring 2025","In Room","Frederiksen Court"
412080256,"Campanile","Spring 2025","In Room","Frederiksen Court"
402450662,"Cardinal","Spring 2025","In Room","Friley Hall"
482520709,"RA Plan","Spring 2025","In Room","Geoffroy Hall"
482650713,"Cardinal","Spring 2025","In Room","Willow Hall"
462740872,"Cardinal","Spring 2025","In Room","Friley Hall"
412790926,"Cardinal","Spring 2025","In Room","Welch Hall"
532830054,"100 Meal Blocks","Spring 2025","In Room","University Village"
542950030,"Campanile","Spring 2025","Cancelled","Off Campus"
502220158,"Cardinal","Spring 2025","In Room","Helser Hall"
512440186,"Cardinal","Spring 2025","In Room","Friley Hall"
542200380,"Campanile","Spring 2025","In Room","Frederiksen Court"
572340401,"Campanile","Spring 2025","In Room","Wallace Hall"
572670450,"Cardinal","Spring 2025","In Room","Linden Hall"
592360474,"Cardinal","Spring 2025","In Room","Willow Hall"
572440583,"Cardinal","Spring 2025","In Room","Birch Hall"
582680861,"50 Meal Blocks","Spring 2025","In Room","Wilson Hall"
522760943,"Cardinal","Spring 2025","In Room","Eaton Hall"
532780928,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
612860097,"Campanile","Spring 2025","In Room","Frederiksen Court"
652000181,"Campanile","Spring 2025","History","Off Campus"
672480257,"Cardinal","Spring Only 2025","In Room","Elm Hall"
602930646,"Cardinal","Spring 2025","In Room","Helser Hall"
652720685,"Cardinal","Spring 2025","In Room","Martin Hall"
622540798,"Cardinal","Spring 2025","In Room","Buchanan Hall"
632580713,"Cardinal","Spring 2025","In Room","Linden Hall"
672690721,"Cardinal","Spring 2025","In Room","Martin Hall"
602710956,"Campanile","Spring 2025","In Room","Frederiksen Court"
652080991,"Campanile","Spring 2025","In Room","Wilson Hall"
762090183,"100 Meal Blocks","Spring 2025","In Room","Wallace Hall"
